TranID,Time,Price,Volume,SaleOrderVolume,BuyOrderVolume,Type,SaleOrderID,SaleOrderPrice,BuyOrderID,BuyOrderPrice
1,09:25:00,13.17,100,1000,100,B,1,11.76,1,14.38
2,09:25:00,13.17,900,1000,29400,B,1,11.76,2,14.38
3,09:25:00,13.17,100,100,29400,B,3,11.76,2,14.38
4,09:25:00,13.17,1800,1800,29400,S,4,11.76,2,14.38
5,09:25:00,13.17,1500,1500,29400,S,5,11.76,2,14.38
6,09:25:00,13.17,8700,8700,29400,S,6,11.76,2,14.38
7,09:25:00,13.17,700,700,29400,S,7,11.76,2,14.38
8,09:25:00,13.17,800,800,29400,S,8,11.76,2,14.38
9,09:25:00,13.17,100,100,29400,B,9,11.77,2,14.38
10,09:25:00,13.17,5700,5700,29400,S,10,12,2,14.38
11,09:25:00,13.17,300,300,29400,B,11,12.08,2,14.38
12,09:25:00,13.17,100,100,29400,B,12,12.42,2,14.38
13,09:25:00,13.17,300,300,29400,B,13,12.5,2,14.38
14,09:25:00,13.17,800,800,29400,B,14,12.68,2,14.38
15,09:25:00,13.17,600,600,29400,S,15,12.68,2,14.38
16,09:25:00,13.17,200,200,29400,B,16,12.9,2,14.38
17,09:25:00,13.17,1000,1000,29400,B,17,12.9,2,14.38
18,09:25:00,13.17,1000,1000,29400,B,18,12.9,2,14.38
19,09:25:00,13.17,100,100,29400,B,19,12.95,2,14.38
20,09:25:00,13.17,100,100,29400,S,20,12.95,2,14.38
21,09:25:00,13.17,900,900,29400,S,21,12.98,2,14.38
22,09:25:00,13.17,100,100,29400,S,22,12.98,2,14.38
23,09:25:00,13.17,100,100,29400,B,23,13,2,14.38
24,09:25:00,13.17,100,100,29400,B,24,13,2,14.38
25,09:25:00,13.17,800,800,29400,B,25,13,2,14.38
26,09:25:00,13.17,1000,1000,29400,S,26,13,2,14.38
27,09:25:00,13.17,200,200,29400,S,27,13,2,14.38
28,09:25:00,13.17,500,500,29400,S,28,13,2,14.38
29,09:25:00,13.17,900,2000,29400,S,29,13,2,14.38
30,09:25:00,13.17,600,2000,600,S,29,13,30,14.38
31,09:25:00,13.17,100,2000,100,S,29,13,31,14.38
32,09:25:00,13.17,400,2000,2500,S,29,13,32,14.38
33,09:25:00,13.17,2100,14100,2500,S,33,13,32,14.38
34,09:25:00,13.17,1300,14100,1300,S,33,13,34,14.38
35,09:25:00,13.17,1000,14100,1000,S,33,13,35,14.38
36,09:25:00,13.17,2300,14100,2300,S,33,13,36,14.38
37,09:25:00,13.17,7400,14100,8200,S,33,13,37,14.38
38,09:25:00,13.17,200,200,8200,S,38,13,37,14.38
39,09:25:00,13.17,600,1100,8200,B,39,13.01,37,14.38
40,09:25:00,13.17,500,1100,1300,B,39,13.01,40,14.38
41,09:25:00,13.17,800,1000,1300,B,41,13.01,40,14.38
42,09:25:00,13.17,200,1000,17200,B,41,13.01,42,14.38
43,09:25:00,13.17,1000,1000,17200,S,43,13.01,42,14.38
44,09:25:00,13.17,300,300,17200,B,44,13.05,42,14.38
45,09:25:00,13.17,500,500,17200,B,45,13.06,42,14.38
46,09:25:00,13.17,900,900,17200,B,46,13.06,42,14.38
47,09:25:00,13.17,100,100,17200,B,47,13.06,42,14.38
48,09:25:00,13.17,200,200,17200,B,48,13.06,42,14.38
49,09:25:00,13.17,500,500,17200,S,49,13.06,42,14.38
50,09:25:00,13.17,200,200,17200,B,50,13.07,42,14.38
51,09:25:00,13.17,1000,1000,17200,B,51,13.07,42,14.38
52,09:25:00,13.17,900,900,17200,B,52,13.07,42,14.38
53,09:25:00,13.17,500,500,17200,B,53,13.07,42,14.38
54,09:25:00,13.17,400,400,17200,B,54,13.08,42,14.38
55,09:25:00,13.17,200,200,17200,B,55,13.08,42,14.38
56,09:25:00,13.17,100,100,17200,B,56,13.08,42,14.38
57,09:25:00,13.17,900,900,17200,S,57,13.08,42,14.38
58,09:25:00,13.17,600,600,17200,B,58,13.09,42,14.38
59,09:25:00,13.17,2000,2000,17200,B,59,13.09,42,14.38
